Type,Photo,Last Name,First Name,District #,Party,Title/leadership,Sort Order,E-mail,Website,Term limit,Counties covered,Standing Committee,Appropriations Subcommittee,Commerce & Economic Development Oversight Committees,Education Oversight Committees,Government Oversight Committees,Health & Human Services Oversight Committees,Energy & Natural Resources Oversight Committees,Judiciary & Public Safety Oversight Committees,Office address,Office city,Office state,Office zip,Office Rm #,Office phone,Cell phone,Home address,Home city,Home state,,District Phone,LA name,LA E-mail,Predecessor,Cooperative Name,Cooperative Logo Filename,Twitter,Facebook,LinkedIn,Miles of Line,Active Meters,Employees,Active Meters/Mile,Co-op Type,Co-op Region Name
Oklahoma Judiciary,JusticeWinchester.jpg,Winchester,James R.,,,,4,,http://www.oscn.net,http://www.oscn.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Judiciary,KaneJohn.jpg,Kane IV,John M.,,,,1,,http://www.oscn.net,http://www.oscn.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Senate,AlvordJerry2022.jpg,Alvord,Jerry,14,R,,19,jerry.alvord@oksenate.gov,,2034,Carter~Coal~ Johnston~ Marshal~ Murray,Aeronautics and Transportation~Agriculture and Wildlife~Business and Insurance (Vice Chair)~General Government~JCAR,General Government and Transportation,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 415,405-521-5607,,,,,,,Gayla Guinn,gayla.guinn@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,BergstromMicheal2022.jpg,Bergstrom,Micheal,1,R,,18,micheal.bergstrom@oksenate.gov,,2028,Craig~ Delaware~ Mayes~ Ottawa,Education~General Government~Retirement and Government Resources (Vice Chair)~Rules~Tourism and Wildlife~JCAR (Chair),Health and Human Services,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 412,405-521-5561,,,,,,,Randi Colter,randi.colter@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,BorenMary2022.jpg,Boren,Mary,16,D,,19,mary.boren@oksenate.gov,,2030,Cleveland,Agriculture and Wildlife~Energy~Judiciary,Education,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 514.1,405-521-5553,,,,,,,Ms. Trena Byas,trena.byas@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,BrooksMichael2022.jpg,Brooks,Michael,44,D,Democratic Caucus Chair,34,michael.brooks@oksenate.gov,,2030,Canadian~ Oklahoma,"Appropriations~Economic Development, Workforce and Tourism ~Judiciary~Retirement and Government Resources~~Public Safety",,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 513,405-521-5557,,,,,,,Nelly Castaneda,marianela.castaneda@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,BullardDavid.jpg,Bullard,David,6,R,,20,david.bullard@oksenate.gov,,2030,Atoka~Bryan~Coal~Johnston~Marshall,Judiciary~JCAR~Rules~Energy~Retirement and Government Resources (Chair)~Tourism and Wildlife (Chair),Natural Resources and Regulatory Services,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 443,405-521-5586,,,,,,,Anita Clayton,anita.clayton@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,BurnsGeorge2022.jpg,Burns,George,5,R,,21,george.burns@oksenate.gov,,2032,Atoka~ Choctaw~ LeFlore~ McCurtain~ Pushmataha,"Aeronautics and Transportation~Appropriations~Business and Insurance (Chair)~Economic Development, Workforce and Tourism ~Public Safety",Finance (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 527,405-521-5614,,,,,,,TaRena Reece,tarena.reece@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,ColemanBill2022.jpg,Coleman,Bill,10,R,Majority Whip,7,bill.coleman@oksenate.gov,,2030,Kay~ Osage,"Economic Development, Workforce and Tourism  (Vice Chair)~JCAR~Public Safety (Vice Chair)~Retirement and Government Resources~Rules",,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 426,405-521-5581,,,,,,,Cindy Stevens,cindy.stevens@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,DanielsJulie2022.jpg,Daniels,Julie,29,R,Floor Leader,2,julie.daniels@oksenate.gov,,2028,Nowata~ Rogers~ Washington,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 421,405-521-5634,,,,,,,Kathy Townsend,kathy.townsend@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,DeeversDusty2023S.jpg,Deevers,Dusty,32,R,,37,dusty.deevers@oksenate.gov,,2038,Comanche,"Economic Development, Workforce and Tourism ~Education~Energy~Revenue and Taxation (Vice Chair)",,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 534,405-521-5567,,,,,,,James Silberman,james.silberman@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,DossettJoAnna.jpg,Dossett,Jo Anna,35,D,Democratic Caucus Whip,37,joanna.dossett@oksenate.gov,,2032,Tulsa,Aeronautics and Transportation~Education~Energy~Tourism and Wildlife~Veterans and Military Affairs,Natural Resources and Regulatory Services,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 514.2,405-521-5624,,,,,,,Amy Hicks,amy.hicks@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,FrixAvery.jpg,Frix,Avery,9,R,,40,avery.frix@oksenate.gov,,2030,Cherokee~ Muskogee,Aeronautics and Transportation (Vice Chair)~Education~Health and Human Services~JCAR~Rules~Tourism and Wildlife,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 413,405-521-5533,,,,,,,Lindsey Stinson,lindsey.stinson@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,GillespieChristi.jpg,Gillespie,Christi,33,R,,23,christi.gillespie@oksenate.gov,,2038,Tulsa,Aeronautics and Transportation~Public Safety~JCAR~Tourism and Wildlife,Select Agencies,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 235,405-521-5551,,,,,,,Molly Johnson,Molly.johnson@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,GollihareTodd2022.jpg,Gollihare,Todd,12,R,Assistant Floor Leader,5,todd.gollihare@oksenate.gov,,2034,Creek~ Tulsa,Judiciary (Vice Chair)~Public Safety~Tourism and Wildlife~Veterans and Military Affairs,Public Safety and Judiciary (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 429,405-521-5528,,,,,,,Cheryl Boothe,cheryl.boothe@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,GoodwinRegina1.jpg,Goodwin,Regina,11,D,Deputy Assistant Democratic Floor Leader,36,regina.goodwin@oksenate.gov,,2028,Osage~ Tulsa,Tourism and Wildlife~Retirement and Government Resources ~Aeronautics and Transportation~Appropriations~Public Safety,General Government and Transportation,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 524,405-521-5598,,,,,,,April Barr,april.barr@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,GreenGrant2022.jpg,Green,Grant,28,R,,46,grant.green@oksenate.gov,,2034,Lincoln~ Logan~ Oklahoma~ Pottawatomie~ Seminole,Agriculture and Wildlife~Education~Energy(Chair)~JCAR,OMES (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 428,405-521-5547,,,,,,,Kerry Nelson,kerry.nelson@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,GrellnerRandy.jpg,Grellner,Randy,21,R,,26,randy.grellner@oksenate.gov,,2038,Payne,Appropriations~Public Safety~Retirement and Government Resources ~~Tourism and Wildlife,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 531,405-521-5572,,,,,,,Deborah Curry,deborah.curry@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,GuthrieBrainA241113-150S.jpg,Guthrie,Brian,25,R,,38,brian.guthrie@oksenate.gov,,2038,Tulsa,"Aeronautics and Transportation~Appropriations~Economic Development, Workforce and Tourism ~Energy",,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 446,405-521-5675,,,,,,,David Conley,david.conley@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,HallChuck.jpg,Hall,Chuck,20,R,Appropriations Chair,11,chuck.hall@oksenate.gov,,2030,Kingfisher~ Logan~ Noble~ Pawnee,Agriculture and Wildlife~Appropriations (Chair)~Revenue and Taxation~Health and Human Services~Judiciary,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 537,405-521-5628,,,,,,,Laurie Nicoll,laurie.nicholl@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,HamiltonWarren2022.jpg,Hamilton,Warren,7,R,Republican Caucus Vice Chair,14,warren.hamilton@oksenate.gov,,2032,Haskell~ Latimer~ Leflore~ Pittsburg~ Sequoyah,Agriculture and Wildlife~General Government~Public Safety (Vice Chair)~Retirement and Government Resources ~~Veterans and Military Affairs,General Government and Transportation,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 416,405-521-5604,,,,,,,Elaine Boehnlein,elaine.boehnlein@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,HasteJohn2022.jpg,Haste,John,36,R,Appropriations Vice Chair,12,john.haste@oksenate.gov,,2030,Tulsa~ Wagoner,"Aeronautics and Transportation~Appropriations (Vice Chair)~Economic Development, Workforce and Tourism ~Health and Human Services (Vice Chair)~Rules",,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 530,405-521-5602,,,,,,,Laurie Nicoll,laurie.nicoll@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,HicksCarri2022.jpg,Hicks,Carri,40,D,Assistant Democratic Floor Leader,35,carri.hicks@oksenate.gov,,2030,Oklahoma,Education~Revenue and Taxation~Health and Human Services~Public Safety,Health and Human Services,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 516,405-521-5543,,,,,,,Jonathan Curtis,jonathan.curtis@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,HinesKellyC241114-8S.jpg,Hines,Kelly,47,R,,,kelly.hines@oksenate.gov,,2038,Oklahoma,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 528.1,405-521-5632,,,,,,,Lauren Sorrell,lauren.sorrell@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,HowardBrent.jpg,Howard,Brent,38,R,Chief Presiding Officer,17,brent.howard@oksenate.gov,,2030,Custer~ Greer~ Harmon~ Jackson~ Kiowa~ Washita,Appropriations~Energy~Revenue and Taxation~Judiciary (Chair)~Rules,Public Safety and Judiciary (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 427,405-521-5612,,,,,,,Pam Nordstrom,pam.nordstrom@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,JechDarcy.jpg,Jech,Darcy,26,R,Rural Caucus Chair,16,darcy.jech@oksenate.gov,,2026,Beckham~ Blaine~ Caddo~ Custer~ Kingfisher~ Roger Mills,Aeronautics and Transportation~Agriculture and Wildlife~Appropriations~Technology and Telecommunications (Vice Chair)Judiciary~Rules,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 234,405-521-5545,,,,,,,Jamie Hudson,jamie.hudson@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,JettShane.jpg,Jett,Shane,17,R,,33,shane.jett@oksenate.gov,,2026,Oklahoma~ Pottawatomie,"Economic Development, Workforce and Tourism ~Retirement and Government Resources ~~Veterans and Military Affairs~JCAR (Vice Chair)",,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 417,405-521-5539,,,,,,,Zoe Davis,zoe.davis@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,KernSpencer.jpg,Kern,Spencer,31,R,,34,spencer.kern@oksenate.gov,,2038,Comanche~ Cotton~ Jefferson~ Stephen~ Tillman,Agriculture and Wildlife~~Energy~Rules~Veterans and Military Affairs,Education ,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 432,405-521-5563,,,,,,,Peggy White,peggy.white@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,KirtJulia.jpg,Kirt,Julia,30,D,Democratic Leader,33,julia.kirt@oksenate.gov,,2030,Oklahoma,Appropriations~Revenue and Taxation~Rules~Veterans and Military Affairs~,Health and Human Services,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 517,405-521-5636,,,,,,,Elizabeth Sidler,elizabeth.sidler@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,MannMarkC241114-22S.jpg,Mann,Mark,46,D,,,mark.mann@oksenate.gov,,2024,Oklahoma,Appropriations~General Government~Judiciary~Rules,Select Agencies,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 515.2,405-521-5610,,,,,,,Suzie Nahach,suzie.nahach@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,McIntoshJulieA241118-53S.jpg,McIntosh,Julie,3,R,,45,julie.mcintosh@oksenate.gov,,2038, Cherokee~Mayes~ Rogers~Wagoner~,Aeronautics and Transportation~Appropriations~Tourism and Wildlife~Public Safety,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 529.2,405-521-5574,,,,,,,Ashley Everett,ashley.everett@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,MurdockCasey2023.jpg,Murdock,Casey,27,R,Assistant Majority Whip,8,casey.murdock@oksenate.gov,,2028,Beaver~ Cimarron~ Dewey~ Ellis~ Harper~ Major~ Texas~ Woods~ Woodward,Agriculture and Wildlife (Chair)~Education~Revenue and Taxation~General Government,Natural Resources (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 431,405-521-5626,,,,,,,Lindsey Hutcheson,lindsey.hutcheson@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,NiceNikkiC241114-31S.jpg,Nice,Nikki,48,D,,48,nikki.nice@oksenate.gov,,2038,Oklahoma,"Agriculture and Wildlife~Economic Development, Workforce and Tourism ~Health and Human Services~General Government",Public Safety and Judiciary,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Room 515.1,405-521-5531,,,,,,,Joyce Willis,joyce.willis@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,PaxtonLonnie.jpg,Paxton,Lonnie,23,R,President Pro Tempore,1,lonnie.paxton@oksenate.gov,,2028,Canadian~ Grady~Kingfisher,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 422.1,405-521-5771,,,,,,,Jamie Steele,jamie.steele@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,PedersonRoland2022.jpg,Pederson,Roland,19,R,Assistant Majority Whip,9,roland.pederson@oksenate.gov,,2028,Alfalfa~ Grant~ Garfield~ Kay,Agriculture and Wildlife (Vice Chair)~Public Safety,Select Agencies (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 418,405-521-5630,,,,,,,Sonya Barker,sonja.barker@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,PrietoDana2022.jpg,Prieto,Dana,34,R,,10,dana.prieto@oksenate.gov,,2034,Rogers~ Tulsa,"Appropriations~Economic Development, Workforce and Tourism ~Health and Human Services~Retirement and Government Resources ",Select Agencies (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 445,405-521-5566,,,,,,,Nicole Pogue,nicole.pogue@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,PughAdam.jpg,Pugh,Adam,41,R,,41,adam.pugh@oksenate.gov,,2028,Oklahoma,"Appropriations~Economic Development, Workforce and Tourism ~Education (Chair)~Health and Human Services~Rules (Chair)",Education (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 425,405-521-5622,,,,,,,A.J. Mallory,aj.mallory@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,RaderDave2022.jpg,Rader,Dave,39,R,Republican Caucus Chair,13,dave.rader@oksenate.gov,,2028,Tulsa,Appropriations~Education~Energy~Revenue and Taxation (Chair)~Rules (Vice Chair),Education,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 233,405-521-5620,,,,,,,Celia Scott,celia.scott@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,ReinhardtAaron.jpg,Reinhardt,Aaron,37,R,,42,aaron.reinhardt@oksenate.gov,,2038,Tulsa,Agriculture and Wildlife~Aeronautics and Transportation~General Government,Public Safety and Judiciary,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 528.2,405-521-5600,,,,,,,Levi Gladd,levi.gladd@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,RosinoPaul2022.jpg,Rosino,Paul,45,R,Assistant Floor Leader,3,paul.rosino@oksenate.gov,,2032,Canadian~ Cleveland~ Oklahoma,Appropriations~Aeronautics and Transportation~Revenue and Taxation~Health and Human Services (Chair)~Rules,Health and Human Services (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 232,405-521-5618,,,,,,,Debbie Blair,debbie.blair@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,SacchieriKendalA241119-18S.jpg,Sacchieri,Kendal,43,R,,27,kendal.sacchieri@oksenate.gov,,2038,Garvin~ Grady~ McClain~ Stephens,General Government (Chair)~JCAR~Retirement and Government Resources ~Rules~Tourism and Wildlife,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 430,405-521-5522,,,,,,,Kay Beach,kay.beach@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,SeifriedAlly2022.jpg,Seifried,Ally,2,R,,8,ally.seifried@oksenate.gov,,2034,Rogers~ Washington,"Economic Development, Workforce and Tourism ~Education (Vice Chair)~Technology and Telecommunications (Chair)",Education (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 238,405-521-5555,,,,,,,Lisa Behrens,lisa.behrens@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,StandridgeLisa.jpg,Standridge,Lisa,15,R,,5,lisa.standridge@oksenate.gov,,2038,Cleveland~ Oklahoma,Health and Human Services~Revenue and Taxation~Judiciary,Health and Human Services,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm  529.1,405-521-5535,,,,,,,Susan Wallace,susan.wallace@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,StanleyBrenda.jpg,Stanley,Brenda,42,R,Assistant Majority Whip,10,brenda.stanley@oksenate.gov,,2030,Oklahoma,Aeronautics and Transportation~Health and Human Services (Vice Chair)~Revenue and Taxation~Rules~Veterans and Military Affairs (Chair),Health and Human Services (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 420,405-521-5584,,,,,,,Makenzie Barnes-Elkins,makenzie.barnes-elkins@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,StewartJack2022.jpg,Stewart,Jack,18,R,,24,jack.stewart@oksenate.gov,,2034,Canadian~Oklahoma,General Government (Vice Chair)~Judiciary~Revenue and Taxation~Veterans and Military Affairs,OMES (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 414,405-521-5590,,,,,,,Pam King,pam.king@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,ThompsonKristen2022.jpg,Thompson,Kristen,22,R,,36,kristen.thompson@oksenate.gov,,2034,Canadian~ Oklahoma,"Appropriations~Economic Development, Workforce and Tourism  (Chair)~Education~Public Safety",Natural Resources (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 237,405-521-5592,,,,,,,Raimey Charles,raimey.charles@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,,Vacant,,8,R,,48,,,,McIntosh~ Muskogee~ Okfuskee~ Okmulgee,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 413,405-521-5588,,,,,,,Destiny Brown,destiny.brown@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,WeaverDarrell.jpg,Weaver,Darrell,24,R,,47,darrell.weaver@oksenate.gov,,2030,Cleveland,"Economic Development, Workforce and Tourism ~General Government~Judiciary~JCAR~Public Safety (Chair)",General Government and Transportation (Vice Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 419,405-521-5569,,,,,,,Tonya Lewis,tonya.lewis@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,WingardJonathanC241114-39S.jpg,Wingard,Jonathan,13,R,,11,jonathan.wingard@oksenate.gov,,2038,Garvin~ Hughes~ Pontotoc~ Pottawatomie~ Seminole,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 411,405-521-5541,,,,,,,Donna Ambler,donna.ambler@oksenate.gov,,,,,,,,,,,,
Oklahoma Senate,WoodsTom2022.jpg,Woods,Tom,4,R,,17,tom.woods@oksenate.gov,,2034,Adair~ Cherokee~ Delaware~ Sequoyah,Agriculture and Wildlife~Appropriations~Energy (Vice Chair)~Retirement and Government Resources~Veterans and Military Affairs (Vice Chair),General Government and Transportation (Chair),,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Rm 526,405-521-5576,,,,,,,Chris Morriss,chris.morriss@oksenate.gov,,,,,,,,,,,,
Statewide,AnthonyBob2.jpg,Anthony,Bob,,R,Corporation Commissioner,11,,http://www.occeweb.com,2024,,,,,,,,,,2101 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2211,,,,,,,,,,,,,,,,,,,,
Statewide,MulreadyGlen24.jpg,Mulready,Glen,,R,Insurance Commissioner,8,,http://ok.gov/oid/,2026,,,,,,,,,,400 NE 50th Street,Oklahoma City,OK,73105,,405-521-2828,,,,,,,,,,,,,,,,,,,,
Statewide,StittKevin24.jpg,Stitt,Kevin,,R,Governor,1,,http://www.ok.gov/governor/,2026,,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2342,,,,,,,,,,,,,,,,,,,,
Statewide,HiettTodd2.jpg,Hiett,Todd,,R,Corporation Commissioner,10,,http://www.occeweb.com,2026,,,,,,,,,,2101 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2211,,,,,,,,,,,,,,,,,,,,
Statewide,RyanWalters2.jpg,Walters,Ryan,,R,Supt. Of Public Instruction,6,,http://www.ok.gov/sde/,2030,,,,,,,,,,2500 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-3301,,,,,,,,,,,,,,,,,,,,
Statewide,GentnerDrummond24.jpg,Drummond,Gentner,,R,Attorney General,4,,http://oag.state.ok.us,2030,,,,,,,,,,313 NE 21st St.,Oklahoma City,OK,73105,,405-521-3921,,,,,,,,,,,,,,,,,,,,
Statewide,ByrdCindy24.jpg,Byrd,Cindy,,R,Auditor & Inspector,3,,http://www.sai.ok.gov,2026,,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-3495,,,,,,,,,,,,,,,,,,,,
Statewide,PinnellMatt24.jpg,Pinnell,Matt,,R,Lt. Governor,2,,http://www.ok.gov/ltgovernor/,2026,,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2161,,,,,,,,,,,,,,,,,,,,
Statewide,OsbornLeslie24.jpg,Osborn,Leslie,,R,Commissioner of Labor,7,,http://ok.gov/odol/,2026,,,,,,,,,,"3017 N. Stiles, Ste. 100",Oklahoma City,OK,73105,,405-521-6100,,,,,,,,,,,,,,,,,,,,
Statewide,ToddRuss23.jpg,Russ,Todd,,R,State Treasurer,5,,http://www.ok.gov/treasurer/,2030,,,,,,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,Room 217,405-521-3191,,,,,,,,,,,,,,,,,,,,
Statewide,DavidKim24.jpg,David,Kim,,R,Corporation Commissioner,9,,http://www.occeweb.com,2028,,,,,,,,,,2101 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2211,,,,,,,,,,,,,,,,,,,,
US House,HernKevin.jpg,Hern,Kevin,1,R,,1,,,,Creek~ Rogers~ Tulsa~ Washington~ Wagoner,,,,,,,,,1019 Longworth House Office Building,Washington,DC,20515,,202-225-2211,,"2448 East 81st Street, Ste. 5150",Tulsa,OK,,918-935-3222,,,,,,,,,,,,,,
US House,ColeTom.jpg,Cole,Tom,4,R,,4,,http://cole.house.gov,,Canadian~ Carter~ Cleveland~ Comanche~ Cotton~ Garvin~ Grady~ Jefferson~ Love~ Marshall~ McClain~ Murray~ Oklahoma~ Pontotoc~ Stephens~ Tillman,,,,,,,,,2207 Rayburn HOB,Washington,DC,20515,,202-225-6165,,"2424 Springer Dr., Ste. 201",Norman,OK,,405-329-6500,,,,,,,,,,,,,,
US House,LucasFrank.jpg,Lucas,Frank,3,R,,3,,http://lucas.house.gov,,Alfalfa~ Beaver~ Beckham~ Blaine~ Caddo~ Canadian~ Cimarron~ Creek~ Custer~ Dewey~ Ellis~ Garfield~ Grant~ Greer~ Harmon~ Harper~ Jackson~ Kay~ Kingfisher~ Kiowa~ Lincoln~ Logan~ Major~ Noble~ Oklahoma~ Osage~ Pawnee~ Payne~ Roger Mills~ Texas~ Washita~ Woods~ Woodward,,,,,,,,,2405 Rayburn House Office Building,Washington,DC,20515,,202-225-5565,,"10952 NW Expressway, Ste. B",Yukon,OK,,405-373-1958,,,,,,,,,,,,,,
US House,BreechanJosh23.jpg,Brecheen,Josh,2,R,,2,,http://brecheen.house.gov,,,,,,,,,,,1208 Longworth House Office Building,Washington,DC,20515,,202-225-2701,,223 W Patti Page Blvd,Claremore,OK,,918-283-6262,,,,,,,,,,,,,,
US House,BiceStephanie.jpg,Bice,Stephanie,5,R,,5,,http://bice.house.gov,,Oklahoma~ Pottawatomie~ Seminole,,,,,,,,,2437 Rayburn House Office Building,Washington,DC,20515,,202-225-2132,,500 N. Broadway,Oklahoma City,OK,,405-300-6890,,,,,,,,,,,,,,
US Senate,MullinsMark.jpg,Mullin,Markwayne,1,R,,2,,http://www.mullin.senate.gov,,,,,,,,,,,330 Hart Building,Washington,DC,20510,,202-224-4721,,3817 NW Expressway,Oklahoma City,OK,,405-246-0025,,,,,,,,,,,,,,
US Senate,LankfordJames.jpg,Lankford,James,2,R,,1,,http://www.lankford.senate.gov,,,,,,,,,,,316 Hart Senate Office Building,Washington,DC,20510,,202-224-5754,,"1015 N. Broadway, Ste. 310",Oklahoma City,OK,,405-231-4941,,,,,,,,,,,,,,
