Type,Photo,Last Name,First Name,District #,Party,Title/leadership,Sort Order,E-mail,Website,Term limit,Counties covered,Standing Committee,Appropriations Subcommittee,Office address,Office city,Office state,Office zip,Office Rm #,Office phone,Home address,Home city,Home state,Home zip,District Phone,LA name,Predecessor,Cooperative Name,Cooperative Logo Filename,Twitter,Facebook,LinkedIn,Miles of Line,Active Meters,Employees,Active Meters/Mile,Co-op Type,Co-op Region Name
Oklahoma Senate,BrecheenJosh.jpg,Brecheen,Josh,6,R,,,brecheen@oksenate.gov,,2022,Atoka~ Bryan~ Coal~ Johnston~ Marshall,Appropriations~ Education~ Public Safety~ Tourism & Wildlife (Chair),Public Safety & Judiciary,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,413,405-521-5586,,Coalgate,,,,Anita Huntley,,,,,,,,,,,,
Oklahoma Senate,BrinkleyRick.jpg,Brinkley,Rick,34,R,Asst. Majority Floor Leader,3,brinkley@oksenate.gov,,2022,Rogers~ Tulsa,Appropriations~ Energy~ Finance (Vice Chair)~ Pensions (Chair)~ Rules,General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,238,405-521-5566,,Owasso,,,,Jonathan Grable,,,,,,,,,,,,
Oklahoma Senate,BrooksCorey.jpg,Brooks,Corey,43,R,,,brooks@oksenate.gov,,2024,Garvin~ Grady~ McClain~ Stephens,Appropriations~ General Government~ Judiciary~ Public Safety (Vice Chair),Public Safety & Judiciary,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,529B,405-521-5522,,Washington,,,,Katie Duvall,,,,,,,,,,,,
Oklahoma Senate,BrownBill.jpg,Brown,Bill,36,R,,,brownb@oksenate.gov,,2018,Tulsa~ Wagoner,Appropriations~ Insurance (Chair)~ Pensions~ Tourism & Wildlife,Public Safety & Judiciary,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,412,405-521-5602,,Broken Arrow,,,,Doris Sesock,,,,,,,,,,,,
Oklahoma Senate,CrainBrian.jpg,Crain,Brian,39,R,,,crain@oksenate.gov,,2016,Tulsa,Appropriations~ Energy~ Health & Human Services~ Judiciary (Vice Chair),Health & Human Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,417B,405-521-5620,,Tulsa,,,,Seth Rott,,,,,,,,,,,,
Oklahoma Senate,DahmNathan.jpg,Dahm,Nathan,33,R,Majority Whip,6,dahm@oksenate.gov,,2024,Tulsa,Appropriations~ Business & Commerce~ Finance~ General Government (Chair)~ Rules,Select Agencies,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,534,405-521-5551,,Broken Arrow,,,,Sharon Brown,,,,,,,,,,,,
Oklahoma Senate,DavidKim.jpg,David,Kim,18,R,Majority Whip,7,david@oksenate.gov,,2022,Cherokee~ Mayes~ Muskogee~ Tulsa~ Wagoner,Appropriations~ Finance~ Health & Human Services~ Public Safety~ Rules,Health & Human Services (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,417C,405-521-5590,,Wagoner,,,,Gayla Guinn,,,,,,,,,,,,
Oklahoma Senate,FieldsEddie.jpg,Fields,Eddie,10,R,Asst. Majority Floor Leader,4,efields@oksenate.gov,,2020,Kay~ Osage,Ag & Rural Development (Chair)~ Appropriations~ Energy~ Rules (Vice Chair)~ Tourism & Wildlife,Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,530,405-521-5581,,Wynona,,,,Betsy Ingraham,,,,,,,,,,,,
Oklahoma Senate,FloydKay.jpg,Floyd,Kay,46,D,Asst. Minority Leader/Whip/Caucus Chair,15,floyd@oksenate.gov,,2024,Oklahoma,Appropriations~ General Government~ Health & Human Services~ Judiciary~ Rules,Education~ Public Safety & Judiciary~ Select Agencies,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,522A,405-521-5610,,Oklahoma City,,,,Leah Hicks,,,,,,,,,,,,
Oklahoma Senate,FordJohn.jpg,Ford,John,29,R,,,fordj@oksenate.gov,,2016,Nowata~ Rogers~ Washington,Appropriations~ Education (Chair)~ Finance~ Public Safety,Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,424A,405-521-5634,,Bartlesville,,,,Kathy Townsend,,,,,,,,,,,,
Oklahoma Senate,FryJack.jpg,Fry,Jack,42,R,,,fry@oksenate.gov,,2026,Oklahoma,Appropriations~ General Government (Vice Chair)~ Transportation~ Veterans & Military Affairs,General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,413A,405-521-5584,,Midwest City,,,,Denise Manek,,,,,,,,,,,,
Oklahoma Senate,GarrisonEarl.jpg,Garrison,Earl,9,D,Asst. Minority Leader,18,garrisone@oksenate.gov,,2016,Cherokee~ Muskogee,Ag & Rural Development~ Appropriations~ Education~ Rules~ Tourism & Wildlife~ Veterans & Military Affairs,Health & Human Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,520,405-521-5533,,Muskogee,,,,Peggy White,,,,,,,,,,,,
Oklahoma Senate,GriffinAJ.jpg,Griffin,AJ,20,R,Majority Caucus Vice Chair,11,griffin@oksenate.gov,,2024,Kingfisher~ Logan~ Noble~ Pawnee,Appropriations~ Energy (Vice Chair)~ Health & Human Services~ Judiciary~ Rules,Health & Human Services (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,428B,405-521-5628,,Guthrie,,,,Kathy Barton,,,,,,,,,,,,
Oklahoma Senate,HalliganJim.jpg,Halligan,Jim,21,R,,,halligan@oksenate.gov,,2020,Payne,Appropriations~ Business & Commerce~ Education~ Finance,Education (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,425,405-521-5572,,Stillwater,,,,Deborah Curry,,,,,,,,,,,,
Oklahoma Senate,HoltDavid.jpg,Holt,David,30,R,,,holt@oksenate.gov,,2022,Oklahoma,Appropriations~ General Government~ Judiciary~ Public Safety,Select Agencies (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,423,405-521-5636,,Oklahoma City,,,,Dorynda Dusek,,,,https://twitter.com/davidfholt,https://www.facebook.com/davidfullerholt,,,,,,,
Oklahoma Senate,JechDarcy.jpg,Jech,Darcy,26,R,,,jech@oksenate.gov,,2026,Beckham~ Blaine~ Caddo~ Custer~ Kingfisher~ Roger Mills,Appropriations~ Finance~ Insurance~ Pensions (Vice Chair),Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,528A,405-521-5545,,Kingfisher,,,,Christi Deal,,,,,,,,,,,,
Oklahoma Senate,JolleyClark.jpg,Jolley,Clark,41,R,,,jolley@oksenate.gov,,2016,Oklahoma,Appropriations (Chair)~ Education~ Energy~ Finance~ Rules,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,537,405-521-5622,,Edmond,,,,Gay Greeno,,,,,,,,,,,,
Oklahoma Senate,JusticeRon.jpg,Justice,Ron,23,R,Rural Caucus Chair,12,justice@oksenate.gov,,2016,Canadian~ Grady~ Kingfisher,Ag & Rural Development~ Appropriations~ Energy~ Rules (Chair)~ Tourism & Wildlife,Natural Resources & Regulatory Services (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,526,405-521-5537,,Chickasha,,,,Linda Terrill,,,,,,,,,,,,
Oklahoma Senate,LovelessKyle.jpg,Loveless,Kyle,45,R,,,loveless@oksenate.gov,,2024,Canadian~ Cleveland~ Oklahoma,Appropriations~ Energy~ Health & Human Services~ Transportation,General Government (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,237,405-521-5618,,Oklahoma City,,,,Debbie Purinton,,,,,,,,,,,,
Oklahoma Senate,MarlattBryce.jpg,Marlatt,Bryce,27,R,Majority Caucus Chair,10,marlatt@oksenate.gov,,2020,Beaver~ Cimarron~ Dewey~ Ellis~ Harper~ Major~ Texas~ Woods~ Woodward,Appropriations~ Energy (Chair)~ General Government~ Rules~ Transportation,General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,428,405-521-5626,,Woodward,,,,Lindsay Messer,,,,,,,,,,,,
Oklahoma Senate,MazzeiMike.jpg,Mazzei,Mike,25,R,,,mazzei@oksenate.gov,,2016,Tulsa,Appropriations~ Finance (Chair)~ Insurance~ Pensions,Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,424,405-521-5675,,Tulsa,,,,Roxanne Blystone,,,,,,,,,,,,
Oklahoma Senate,NewberryDan.jpg,Newberry,Dan,37,R,,,newberry@oksenate.gov,,2020,Tulsa,Appropriations~ Business & Commerce (Chair)~ Pensions~ Transportation,Select Agencies,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,234,405-521-5600,,Tulsa,,,,Amanda Gattenby,,,,,,,,,,,,
Oklahoma Senate,PaddackSusan.jpg,Paddack,Susan,13,D,Asst. Minority Floor Leader,17,paddack@oksenate.gov,,2016,Garvin~ Hughes~ Pontotoc~ Pottawatomie~ Seminole,Appropriations~ Education~ Finance~ Pensions~ Public Safety~ Transportation,Public Safety & Judiciary~ General Government,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,522B,405-521-5541,,Ada,,,,Toni Doake,,,,,,,,,,,,
Oklahoma Senate,PittmanAnastasia.jpg,Pittman,Anastasia,48,D,Minority Whip,19,pittman@oksenate.gov,,2018,Oklahoma,Appropriations~ Business & Commerce~ General Government~ Health & Human Services~ Transportation~ Veterans & Military Affairs,Health & Human Services~ Selected Agencies,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,518,405-521-5531,,Oklahoma City,,,,Ms. Trena Byas,,,,,,,,,,,,
Oklahoma Senate,QuinnMarty.jpg,Quinn,Marty,2,R,,,quinn@oksenate.gov,,2026,Rogers,Appropriations~ Education~ Finance~ Insurance,Natural Resources & Regulatory Services (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,528B,405-521-5555,,Claremore,,,,Donna Garlick,,,,,,,,,,,,
Oklahoma Senate,SchulzMike.jpg,Schulz,Mike,38,R,Majority Floor Leader,2,schulz@oksenate.gov,,2018,Custer~ Greer~ Harmon~ Jackson~ Kiowa~ Washita,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,418,405-521-5612,,Altus,,,,Pam Nordstrom,,,,,,,,,,,,
Oklahoma Senate,,Seat,Vacant,11,,,,,,,Osage~ Tulsa,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,,,,,,,,,,,,,,,,,
Oklahoma Senate,SharpRon.jpg,Sharp,Ron,17,R,,,sharp@oksenate.gov,,2024,Oklahoma~ Pottawatomie,Appropriations~ Business & Commerce~ Education (Vice Chair)~ Tourism & Wildlife,Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,429,405-521-5539,,Shawnee,,,,Cindy Sullivan,,,,,,,,,,,,
Oklahoma Senate,ShawWayne.jpg,Shaw,Wayne,3,R,,,shaw@oksenate.gov,,2024,Adair~ Cherokee~ Delaware~ Mayes~ Rogers,Appropriations~ Education~ Public Safety~ Tourism & Wildlife,Select Agencies (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,235,405-521-5574,,Grove,,,,Will Overlander,,,,,,,,,,,,
Oklahoma Senate,ShorteyRalph.jpg,Shortey,Ralph,44,R,,,shortey@oksenate.gov,,2022,Canadian~ Oklahoma,Appropriations~ Energy~ General Government~ Transportation,Public Safety & Judiciary (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,527A,405- 521-5557,,Oklahoma City,,,,William Claybrook,,,,,,,,,,,,
Oklahoma Senate,SilkJoseph.jpg,Silk,Joseph,5,R,,,silk@oksenate.gov,,2026,Atoka~ Choctaw~ LeFlore~ McCurtain~ Pushmataha,Ag & Rural Development~ Appropriations~ Business & Commerce~ Transportation (Vice Chair),Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,536,405-521-5614,,Broken Bow,,,,Sherry Mitchell,,,,,,,,,,,,
Oklahoma Senate,SimpsonFrank.jpg,Simpson,Frank,14,R,Majority Whip,8,simpson@oksenate.gov,,2022,Carter~ Johnston~ Love~ Murray,Ag & Rural Development~ Appropriations~ Finance~ Rules~ Veterans & Military Affairs (Chair),Health & Human Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,414,405-521-5607,,Ardmore,,,,Glenda Colbert,,,,,,,,,,,,
Oklahoma Senate,SmalleyJason.jpg,Smalley,Jason,28,R,,,smalley@oksenate.gov,,2024,Lincoln~ Pottawatomie~ Seminole,Appropriations~ Education~ Transportation~ Veterans & Military Affairs,Education (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,416,405-521-5547,,Stroud,,,,Cali Tonnu,,,,,,,,,,,,
Oklahoma Senate,SparksJohn.jpg,Sparks,John,16,D,Asst. Minority Floor Leader,16,sparks@oksenate.gov,,2018,Cleveland,Appropriations~ Education~ Energy~ Finance~ Insurance (Vice Chair)~ Judiciary~ Rules,Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,521B,405-521-5553,,Norman,,,,Cindy Moore,,,,,,,,,,,,
Oklahoma Senate,StandridgeRob.jpg,Standridge,Rob,15,R,Majority Whip,9,standridge@oksenate.gov,,2024,Cleveland~ Oklahoma,Appropriations~ Energy~ Health & Human Services (Chair)~ Judiciary~ Rules,Health & Human Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,417A,405-521-5535,,Norman,,,,Susan Wallace,,,,,,,,,,,,
Oklahoma Senate,StanislawskiGary.jpg,Stanislawski,Gary,35,R,,,stanislawski@oksenate.gov,,2020,Tulsa,Appropriations~ Education~ Insurance~ Transportation (Chair),Education,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,427A,405-521-5624,,Tulsa,,,,Shannon Sharpton,,,,,,,,,,,,
Oklahoma Senate,SykesAnthony.jpg,Sykes,Anthony,24,R,,,lewis@oksenate.gov,,2018,Cleveland,Ag & Rural Development~ Appropriations~ Judiciary (Chair)~ Veterans & Military Affairs,Public Safety & Judiciary,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,426,405-521-5569,,Moore,,,,Tonya Lewis,,,,,,,,,,,,
Oklahoma Senate,ThompsonRoger.jpg,Thompson,Roger,8,R,,,thompson@oksenate.gov,,2026,McIntosh~ Muskogee~ Okfuskee~ Okmulgee,Appropriations~ Business & Commerce~ Education~ Judiciary,General Government (Vice Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,527B,405-521-5588,,Okemah,,,,Susan Cochran,,,,,,,,,,,,
Oklahoma Senate,TreatGreg.jpg,Treat,Greg,47,R,Asst. Majority Floor Leader,5,treat@oksenate.gov,,2024,Oklahoma,Appropriations (Vice Chair)~ Energy~ Health & Human Services~ Judiciary~ Rules,Public Safety & Judiciary (Chair),2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,427,405-521-5632,,Oklahoma City,,,,Janet Muller,,,,,,,,,,,,
Oklahoma Senate,WyrickCharles.jpg,Wyrick,Charles,1,D,Asst. Minority Leader/Caucus Vice Chair,14,wyrick@oksenate.gov,,2016,Craig~ Delaware~ Mayes~ Ottawa,Ag & Rural Development~ Appropriations~ Business & Commerce~ Energy~ Finance~ Public Safety~ Tourism & Wildlife,Natural Resources & Regulatory Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,523,405-521-5561,,Fairland,,,,Linda Bostick,,,,,,,,,,,,
Oklahoma Senate,YenErvin.jpg,Yen,Ervin,40,R,,,yen@oksenate.gov,,2026,Oklahoma,Appropriations~ Business & Commerce~ Finance~ Health & Human Services (Vice Chair),Health & Human Services,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,411A,405-521-5543,,Oklahoma City,,,,Laurie Nicoll,,,,,,,,,,,,
Statewide,AnthonyBob.jpg,Anthony,Bob,9,R,Corporation Commissioner,9,,http://www.occeweb.com,,,,,2101 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2211,,,,,,,,,,,,,,,,,,
Statewide,CostelloMark.jpg,Costello,Mark,7,R,Commissioner of Labor,7,,http://ok.gov/odol/,,,,,"3017 N. Stiles, Ste. 100",Oklahoma City,OK,73105,,405-521-6100,,,,,,,,,,,,,,,,,,
Statewide,DoakJohn.jpg,Doak,John,8,R,Insurance Commissioner,8,,http://ok.gov/oid/,,,,,"3625 NW 56th, Ste. 100",Oklahoma City,OK,73112,,405-521-2828,,,,,,,,,,,,,,,,,,
Statewide,FallinMary.jpg,Fallin,Mary,1,R,Governor,1,,http://www.ok.gov/governor/,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,,,,,,,,,,,,,,,,,
Statewide,HiettTodd.jpg,Hiett,Todd,10,R,Corporation Commissioner,11,,http://www.occeweb.com,,,,,2101 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2211,,,,,,,,,,,,,,,,,,
Statewide,HofmeisterJoy.jpg,Hofmeister,Joy,6,R,Supt. Of Public Instruction,6,,http://www.ok.gov/sde/,,,,,2500 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-3301,,,,,,,,,,,,,,,,,,
Statewide,JonesGary.jpg,Jones,Gary,3,R,Auditor & Inspector,3,,http://www.sai.ok.gov,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-3495,,,,,,,,,,,,,,,,,,
Statewide,LambTodd.jpg,Lamb,Todd,2,R,Lt. Governor,2,,http://www.ok.gov/ltgovernor/,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,,,,,,,,,,,,,,,,,,,,
Statewide,MillerKen.jpg,Miller,Ken,5,R,State Treasurer,5,,http://www.ok.gov/treasurer/,,,,,2300 N. Lincoln Blvd.,Oklahoma City,OK,73105,217,405-521-3191,,,,,,,,,,,,,,,,,,
Statewide,MurphyDana.jpg,Murphy,Dana,11,R,Corporation Commissioner,10,,http://www.occeweb.com,,,,,2101 N. Lincoln Blvd.,Oklahoma City,OK,73105,,405-521-2211,,,,,,,,,,,,,,,,,,
Statewide,PruittScott.jpg,Pruitt,Scott,4,R,Attorney General,4,,http://oag.state.ok.us,,,,,313 NE 21st St.,Oklahoma City,OK,73105,,405-521-3921,,,,,,,,,,,,,,,,,,
US House,BridenstineJim.jpg,Bridenstine,Jim,1,R,,1,,http://bridenstine.house.gov,,Creek~ Rogers~ Tulsa~ Washington~ Wagoner,,,216 Cannon House Office Building,Washington,DC,20515,216,202-225-2211,"2448 E. 81st St., Ste. 5150",Tulsa,OK,74137,918-935-3222,,,,,,,,,,,,,
US House,Tom_Cole.jpg,Cole,Tom,4,R,,4,,http://cole.house.gov,,Canadian~ Carter~ Cleveland~ Comanche~ Cotton~ Garvin~ Grady~ Jefferson~ Love~ Marshall~ McClain~ Murray~ Oklahoma~ Pontotoc~ Stephens~ Tillman,,,2467 Rayburn House Office Building,Washington,DC,20515,2467,202-225-6165,"2424 Springer Dr., Ste. 201",Norman,OK,73069,405-329-6500,,,,,,,,,,,,,
US House,Frank_Lucas.jpg,Lucas,Frank,3,R,,3,,http://lucas.house.gov,,Alfalfa~ Beaver~ Beckham~ Blaine~ Caddo~ Canadian~ Cimarron~ Creek~ Custer~ Dewey~ Ellis~ Garfield~ Grant~ Greer~ Harmon~ Harper~ Jackson~ Kay~ Kingfisher~ Kiowa~ Lincoln~ Logan~ Major~ Noble~ Osage~ Pawnee~ Payne~ Roger Mills~ Texas~ Washita~ Woods~ Woodward,,,2405 Rayburn House Office Building,Washington,DC,20515,2405,202-225-5565,"10952 NW Expressway, Ste. B",Yukon,OK,73099,405-373-1958,,,,,,,,,,,,,
US House,MullinMarkwayne.jpg,Mullin,Markwayne,2,R,,2,,http://mullin.house.gov,,Adair~ Atoka~ Bryan~ Cherokee~ Choctaw~ Coal~ Craig~ Delaware~ Haskell~ Hughes~ Johnston~ Latimer~ LeFlore~ Mayes~ McCurtain~ McIntosh~ Muskogee~ Nowata~ Okfuskee~ Okmulgee~ Ottawa~ Pittsburg~ Pushmataha~ Rogers~ Sequoyah,,,1113 Longworth House Office Building,Washington,DC,20515,1113,202-225-2701,431 W. Broadway,Muskogee,OK,74401,918-687-2533,,,,,,,,,,,,,
US House,RussellSteve.jpg,Russell,Steve,5,R,,5,,https://russell.house.gov,,Oklahoma~ Pottawatomie~ Seminole,,,128 Cannon House Office Building,Washington,DC,20515,128,202-225-2132,"4600 SE 29th St., Ste. 400",Del City,OK,73115,405-602-3074,,,,,,,,,,,,,
US Senate,Jim_Inhofe.jpg,Inhofe,James (Jim),1,R,,1,,http://www.inhofe.senate.gov,,,,,205 Russell Senate Office Building,Washington,DC,20510,205,202-224-4721,"1900 NW Expressway, Ste. 1210",Oklahoma City,OK,73118,405-608-4381,,,,,,,,,,,,,
US Senate,James_Lankford.jpg,Lankford,James,2,R,,2,,http://www.lankford.senate.gov,,,,,B40C Dirksen Senate Office Building,Washington,DC,20510,B40C,202-224-5754,"1015 N. Broadway, Ste. 310",Oklahoma City,OK,73102,405-234-9900,,,,,,,,,,,,,
